ablation,task,regime,split,seed,episodes,success,success_probability,precondition_violation,belief_ece,recovery_success,damage_rate,wasted_action,intervention_cost,data_efficiency_proxy
full_contact_belief_tamp,tool_levering,compliance_ambiguity,combined_stress,1,84,0.5714,0.5485,0.0663,0.0676,0.5392,0.0482,0.0792,0.2156,0.6124
full_contact_belief_tamp,tool_levering,compliance_ambiguity,combined_stress,2,84,0.4881,0.5536,0.0591,0.0664,0.5386,0.0523,0.0751,0.2156,0.6369
full_contact_belief_tamp,tool_levering,compliance_ambiguity,combined_stress,3,84,0.5476,0.5528,0.0562,0.0724,0.5569,0.0479,0.0745,0.2156,0.6133
full_contact_belief_tamp,tool_levering,compliance_ambiguity,combined_stress,4,84,0.619,0.5405,0.0674,0.0673,0.5579,0.0587,0.0809,0.2156,0.627
full_contact_belief_tamp,tool_levering,compliance_ambiguity,combined_stress,5,84,0.5476,0.551,0.0627,0.0751,0.5697,0.0601,0.0856,0.2156,0.6273
full_contact_belief_tamp,tool_levering,compliance_ambiguity,combined_stress,6,84,0.5476,0.551,0.0604,0.071,0.5525,0.047,0.0809,0.2156,0.6136
full_contact_belief_tamp,tool_levering,jamming_ambiguity,combined_stress,0,84,0.5119,0.5308,0.0682,0.0712,0.5551,0.0616,0.0907,0.2161,0.6173
full_contact_belief_tamp,tool_levering,jamming_ambiguity,combined_stress,1,84,0.5,0.5297,0.0723,0.0756,0.5587,0.052,0.0846,0.2161,0.6116
full_contact_belief_tamp,tool_levering,jamming_ambiguity,combined_stress,2,84,0.5476,0.5432,0.0566,0.07,0.5422,0.054,0.0899,0.2161,0.6074
full_contact_belief_tamp,tool_levering,jamming_ambiguity,combined_stress,3,84,0.5238,0.5474,0.0685,0.075,0.5512,0.0468,0.0888,0.2161,0.6203
full_contact_belief_tamp,tool_levering,jamming_ambiguity,combined_stress,4,84,0.5833,0.5462,0.0693,0.0689,0.5528,0.0532,0.0932,0.2161,0.6079
full_contact_belief_tamp,tool_levering,jamming_ambiguity,combined_stress,5,84,0.4167,0.5337,0.071,0.0741,0.5523,0.05,0.0777,0.2161,0.6083
full_contact_belief_tamp,tool_levering,jamming_ambiguity,combined_stress,6,84,0.4643,0.5387,0.0667,0.0716,0.5226,0.055,0.0855,0.2161,0.6177
full_contact_belief_tamp,tool_levering,release_uncertainty,combined_stress,0,84,0.631,0.5491,0.0533,0.0676,0.5525,0.0539,0.0759,0.2152,0.6136
full_contact_belief_tamp,tool_levering,release_uncertainty,combined_stress,1,84,0.5952,0.5399,0.062,0.0673,0.5622,0.0534,0.084,0.2152,0.6222
full_contact_belief_tamp,tool_levering,release_uncertainty,combined_stress,2,84,0.5595,0.5571,0.0579,0.0745,0.5723,0.0599,0.075,0.2152,0.6125
full_contact_belief_tamp,tool_levering,release_uncertainty,combined_stress,3,84,0.5714,0.5589,0.0583,0.0715,0.5569,0.0493,0.0869,0.2152,0.6121
full_contact_belief_tamp,tool_levering,release_uncertainty,combined_stress,4,84,0.5119,0.5465,0.0554,0.072,0.5549,0.0499,0.0751,0.2152,0.6079
full_contact_belief_tamp,tool_levering,release_uncertainty,combined_stress,5,84,0.5595,0.5475,0.0506,0.0734,0.5623,0.0538,0.0825,0.2152,0.6094
full_contact_belief_tamp,tool_levering,release_uncertainty,combined_stress,6,84,0.5595,0.5538,0.0544,0.07,0.5443,0.0522,0.0773,0.2152,0.6221
full_contact_belief_tamp,tool_levering,combined_contact_uncertainty,combined_stress,0,84,0.5,0.5278,0.0878,0.0761,0.5445,0.0547,0.1009,0.2188,0.6125
full_contact_belief_tamp,tool_levering,combined_contact_uncertainty,combined_stress,1,84,0.5952,0.5296,0.0809,0.0643,0.57,0.0563,0.0975,0.2188,0.6237
full_contact_belief_tamp,tool_levering,combined_contact_uncertainty,combined_stress,2,84,0.5714,0.5129,0.086,0.0768,0.5675,0.0623,0.0971,0.2188,0.6164
full_contact_belief_tamp,tool_levering,combined_contact_uncertainty,combined_stress,3,84,0.5357,0.5116,0.0928,0.0731,0.5428,0.0604,0.0869,0.2188,0.6056
full_contact_belief_tamp,tool_levering,combined_contact_uncertainty,combined_stress,4,84,0.5476,0.5233,0.0913,0.0764,0.5525,0.0575,0.1033,0.2188,0.6323
full_contact_belief_tamp,tool_levering,combined_contact_uncertainty,combined_stress,5,84,0.6071,0.531,0.0812,0.0752,0.5469,0.0657,0.0893,0.2188,0.6207
full_contact_belief_tamp,tool_levering,combined_contact_uncertainty,combined_stress,6,84,0.6071,0.53,0.078,0.0786,0.5406,0.0626,0.1024,0.2188,0.6142
full_contact_belief_tamp,mobile_handoff,nominal,combined_stress,0,84,0.5714,0.5974,0.02,0.0497,0.5603,0.0402,0.045,0.2001,0.6268
full_contact_belief_tamp,mobile_handoff,nominal,combined_stress,1,84,0.5714,0.5914,0.0221,0.0469,0.5762,0.0436,0.0394,0.2001,0.6145
full_contact_belief_tamp,mobile_handoff,nominal,combined_stress,2,84,0.619,0.5956,0.0287,0.0464,0.5871,0.0399,0.0398,0.2001,0.613
full_contact_belief_tamp,mobile_handoff,nominal,combined_stress,3,84,0.5357,0.5901,0.0178,0.0508,0.5574,0.0395,0.0562,0.2001,0.6244
full_contact_belief_tamp,mobile_handoff,nominal,combined_stress,4,84,0.5595,0.5822,0.0181,0.051,0.5653,0.0306,0.0454,0.2001,0.6138
full_contact_belief_tamp,mobile_handoff,nominal,combined_stress,5,84,0.7262,0.592,0.0171,0.0514,0.5554,0.0303,0.0479,0.2001,0.6149
full_contact_belief_tamp,mobile_handoff,nominal,combined_stress,6,84,0.619,0.5894,0.0181,0.0508,0.5796,0.0372,0.0518,0.2001,0.6153
full_contact_belief_tamp,mobile_handoff,hidden_friction,combined_stress,0,84,0.5476,0.5658,0.057,0.071,0.5608,0.0473,0.0616,0.2138,0.6178
full_contact_belief_tamp,mobile_handoff,hidden_friction,combined_stress,1,84,0.5357,0.5542,0.0671,0.0715,0.5669,0.0543,0.0591,0.2138,0.6276
full_contact_belief_tamp,mobile_handoff,hidden_friction,combined_stress,2,84,0.619,0.5627,0.0639,0.0693,0.5543,0.053,0.0666,0.2138,0.6092
full_contact_belief_tamp,mobile_handoff,hidden_friction,combined_stress,3,84,0.5,0.5508,0.0576,0.0658,0.5826,0.0452,0.0706,0.2138,0.6118
full_contact_belief_tamp,mobile_handoff,hidden_friction,combined_stress,4,84,0.6071,0.5618,0.0551,0.0626,0.5285,0.0428,0.0628,0.2138,0.632
full_contact_belief_tamp,mobile_handoff,hidden_friction,combined_stress,5,84,0.5476,0.5655,0.0557,0.0756,0.5717,0.045,0.0601,0.2138,0.6101
full_contact_belief_tamp,mobile_handoff,hidden_friction,combined_stress,6,84,0.631,0.5506,0.0632,0.0717,0.5607,0.0466,0.0646,0.2138,0.6205
full_contact_belief_tamp,mobile_handoff,pose_ambiguity,combined_stress,0,84,0.5595,0.5702,0.0462,0.0639,0.5502,0.0521,0.0607,0.2147,0.6286
full_contact_belief_tamp,mobile_handoff,pose_ambiguity,combined_stress,1,84,0.5,0.5667,0.0495,0.0646,0.5636,0.0467,0.0723,0.2147,0.6189
full_contact_belief_tamp,mobile_handoff,pose_ambiguity,combined_stress,2,84,0.5476,0.553,0.046,0.0725,0.5425,0.0427,0.0683,0.2147,0.6168
full_contact_belief_tamp,mobile_handoff,pose_ambiguity,combined_stress,3,84,0.5238,0.5693,0.0512,0.0721,0.5429,0.0457,0.076,0.2147,0.6129
full_contact_belief_tamp,mobile_handoff,pose_ambiguity,combined_stress,4,84,0.6905,0.5669,0.0476,0.0714,0.5511,0.0454,0.0682,0.2147,0.6081
full_contact_belief_tamp,mobile_handoff,pose_ambiguity,combined_stress,5,84,0.619,0.5808,0.0431,0.0787,0.5459,0.0396,0.0699,0.2147,0.6171
full_contact_belief_tamp,mobile_handoff,pose_ambiguity,combined_stress,6,84,0.5714,0.5706,0.0505,0.0609,0.5727,0.0484,0.0692,0.2147,0.632
full_contact_belief_tamp,mobile_handoff,compliance_ambiguity,combined_stress,0,84,0.4762,0.5566,0.0514,0.0708,0.5534,0.0508,0.0737,0.2156,0.6179
full_contact_belief_tamp,mobile_handoff,compliance_ambiguity,combined_stress,1,84,0.7262,0.5586,0.0548,0.0657,0.5566,0.0505,0.0815,0.2156,0.6146
full_contact_belief_tamp,mobile_handoff,compliance_ambiguity,combined_stress,2,84,0.4286,0.5635,0.0555,0.073,0.5561,0.0454,0.0826,0.2156,0.6291
full_contact_belief_tamp,mobile_handoff,compliance_ambiguity,combined_stress,3,84,0.5714,0.5596,0.0599,0.0718,0.5651,0.0523,0.0768,0.2156,0.6164
full_contact_belief_tamp,mobile_handoff,compliance_ambiguity,combined_stress,4,84,0.4762,0.5547,0.0583,0.0657,0.5487,0.0504,0.0792,0.2156,0.6236
full_contact_belief_tamp,mobile_handoff,compliance_ambiguity,combined_stress,5,84,0.4167,0.5579,0.0499,0.0704,0.5488,0.0465,0.0805,0.2156,0.6088
full_contact_belief_tamp,mobile_handoff,compliance_ambiguity,combined_stress,6,84,0.4643,0.5592,0.0618,0.0756,0.559,0.0489,0.0738,0.2156,0.6277
full_contact_belief_tamp,mobile_handoff,jamming_ambiguity,combined_stress,0,84,0.619,0.5508,0.0609,0.068,0.5613,0.0594,0.0804,0.2161,0.6063
full_contact_belief_tamp,mobile_handoff,jamming_ambiguity,combined_stress,1,84,0.5357,0.5498,0.0674,0.0639,0.5526,0.0476,0.0819,0.2161,0.5965
full_contact_belief_tamp,mobile_handoff,jamming_ambiguity,combined_stress,2,84,0.5595,0.5668,0.0627,0.078,0.5318,0.0445,0.0854,0.2161,0.615
full_contact_belief_tamp,mobile_handoff,jamming_ambiguity,combined_stress,3,84,0.4524,0.5541,0.0592,0.0717,0.5481,0.0479,0.0807,0.2161,0.6179
full_contact_belief_tamp,mobile_handoff,jamming_ambiguity,combined_stress,4,84,0.4405,0.5433,0.0677,0.0653,0.5722,0.0511,0.0762,0.2161,0.6343
full_contact_belief_tamp,mobile_handoff,jamming_ambiguity,combined_stress,5,84,0.5357,0.5494,0.0672,0.0739,0.5587,0.0436,0.0889,0.2161,0.6119
full_contact_belief_tamp,mobile_handoff,jamming_ambiguity,combined_stress,6,84,0.4643,0.5458,0.0645,0.0723,0.5791,0.0511,0.0757,0.2161,0.613
full_contact_belief_tamp,mobile_handoff,release_uncertainty,combined_stress,0,84,0.5476,0.5553,0.0513,0.0727,0.5544,0.0539,0.0755,0.2152,0.6133
full_contact_belief_tamp,mobile_handoff,release_uncertainty,combined_stress,1,84,0.5952,0.5699,0.0491,0.0678,0.5571,0.0497,0.0782,0.2152,0.6192
full_contact_belief_tamp,mobile_handoff,release_uncertainty,combined_stress,2,84,0.4762,0.5489,0.0489,0.0703,0.559,0.0438,0.0767,0.2152,0.6133
full_contact_belief_tamp,mobile_handoff,release_uncertainty,combined_stress,3,84,0.6071,0.5584,0.0545,0.0757,0.5422,0.0473,0.071,0.2152,0.616
full_contact_belief_tamp,mobile_handoff,release_uncertainty,combined_stress,4,84,0.5,0.5474,0.0455,0.0713,0.5515,0.05,0.0803,0.2152,0.6039
full_contact_belief_tamp,mobile_handoff,release_uncertainty,combined_stress,5,84,0.4762,0.5536,0.0507,0.0744,0.577,0.0438,0.0846,0.2152,0.6177
full_contact_belief_tamp,mobile_handoff,release_uncertainty,combined_stress,6,84,0.631,0.5536,0.0379,0.0733,0.5602,0.0528,0.0746,0.2152,0.6389
full_contact_belief_tamp,mobile_handoff,combined_contact_uncertainty,combined_stress,0,84,0.5238,0.5467,0.0725,0.0774,0.5565,0.0569,0.0834,0.2188,0.6106
full_contact_belief_tamp,mobile_handoff,combined_contact_uncertainty,combined_stress,1,84,0.5238,0.537,0.0748,0.0768,0.55,0.0556,0.0934,0.2188,0.6176
full_contact_belief_tamp,mobile_handoff,combined_contact_uncertainty,combined_stress,2,84,0.4524,0.5289,0.0702,0.0753,0.5387,0.0583,0.099,0.2188,0.6187
full_contact_belief_tamp,mobile_handoff,combined_contact_uncertainty,combined_stress,3,84,0.5357,0.5386,0.0759,0.0779,0.5569,0.062,0.0849,0.2188,0.6208
full_contact_belief_tamp,mobile_handoff,combined_contact_uncertainty,combined_stress,4,84,0.5357,0.5328,0.0838,0.0713,0.5375,0.0582,0.0824,0.2188,0.6328
full_contact_belief_tamp,mobile_handoff,combined_contact_uncertainty,combined_stress,5,84,0.6071,0.5426,0.0798,0.0764,0.5563,0.0618,0.0998,0.2188,0.6152
full_contact_belief_tamp,mobile_handoff,combined_contact_uncertainty,combined_stress,6,84,0.6071,0.53,0.0777,0.0828,0.5469,0.0525,0.0889,0.2188,0.6134
minus_contact_belief_state,peg_assembly,nominal,combined_stress,0,84,0.4881,0.5496,0.0309,0.07,0.4446,0.0396,0.0539,0.191,0.4522
minus_contact_belief_state,peg_assembly,nominal,combined_stress,1,84,0.5952,0.5537,0.0321,0.0672,0.4773,0.0384,0.0595,0.191,0.4398
minus_contact_belief_state,peg_assembly,nominal,combined_stress,2,84,0.6429,0.5731,0.0352,0.0618,0.478,0.0423,0.0513,0.191,0.4524
minus_contact_belief_state,peg_assembly,nominal,combined_stress,3,84,0.5595,0.5585,0.0426,0.0696,0.474,0.0447,0.0518,0.191,0.4647
minus_contact_belief_state,peg_assembly,nominal,combined_stress,4,84,0.5357,0.5571,0.0332,0.0731,0.4672,0.0428,0.0563,0.191,0.4731
minus_contact_belief_state,peg_assembly,nominal,combined_stress,5,84,0.5595,0.5509,0.0424,0.0684,0.4529,0.0406,0.0568,0.191,0.4553
minus_contact_belief_state,peg_assembly,nominal,combined_stress,6,84,0.6071,0.5473,0.0246,0.0741,0.4697,0.0477,0.0599,0.191,0.4563
minus_contact_belief_state,peg_assembly,hidden_friction,combined_stress,0,84,0.5119,0.4861,0.1334,0.1349,0.4472,0.0529,0.1119,0.2047,0.4479
minus_contact_belief_state,peg_assembly,hidden_friction,combined_stress,1,84,0.5476,0.4886,0.1301,0.1268,0.4613,0.0508,0.1095,0.2047,0.4488
minus_contact_belief_state,peg_assembly,hidden_friction,combined_stress,2,84,0.381,0.4608,0.1289,0.1331,0.4351,0.0605,0.1118,0.2047,0.4725
minus_contact_belief_state,peg_assembly,hidden_friction,combined_stress,3,84,0.4643,0.4808,0.1362,0.126,0.4547,0.0555,0.1053,0.2047,0.454
minus_contact_belief_state,peg_assembly,hidden_friction,combined_stress,4,84,0.4048,0.4789,0.133,0.1247,0.4443,0.054,0.104,0.2047,0.465
minus_contact_belief_state,peg_assembly,hidden_friction,combined_stress,5,84,0.4643,0.4804,0.1366,0.124,0.4772,0.0516,0.1117,0.2047,0.4764
minus_contact_belief_state,peg_assembly,hidden_friction,combined_stress,6,84,0.5119,0.4716,0.1317,0.1297,0.4636,0.0504,0.1154,0.2047,0.4588
minus_contact_belief_state,peg_assembly,pose_ambiguity,combined_stress,0,84,0.4167,0.4974,0.1219,0.1329,0.4638,0.0465,0.1114,0.2056,0.4493
minus_contact_belief_state,peg_assembly,pose_ambiguity,combined_stress,1,84,0.4762,0.493,0.1128,0.1403,0.4523,0.0555,0.1233,0.2056,0.453
minus_contact_belief_state,peg_assembly,pose_ambiguity,combined_stress,2,84,0.5952,0.4962,0.1164,0.1278,0.4631,0.0495,0.116,0.2056,0.4718
minus_contact_belief_state,peg_assembly,pose_ambiguity,combined_stress,3,84,0.4286,0.4933,0.1205,0.132,0.4665,0.0601,0.1153,0.2056,0.4496
minus_contact_belief_state,peg_assembly,pose_ambiguity,combined_stress,4,84,0.4286,0.4941,0.114,0.1255,0.4594,0.0455,0.1189,0.2056,0.4542
minus_contact_belief_state,peg_assembly,pose_ambiguity,combined_stress,5,84,0.4643,0.4952,0.1171,0.1206,0.449,0.0532,0.1089,0.2056,0.452
minus_contact_belief_state,peg_assembly,pose_ambiguity,combined_stress,6,84,0.5595,0.4975,0.1223,0.1289,0.4606,0.0541,0.1215,0.2056,0.458
minus_contact_belief_state,peg_assembly,compliance_ambiguity,combined_stress,0,84,0.4286,0.4719,0.1335,0.1311,0.4614,0.0523,0.1364,0.2065,0.4613
minus_contact_belief_state,peg_assembly,compliance_ambiguity,combined_stress,1,84,0.5595,0.4658,0.1375,0.1331,0.4437,0.0561,0.1238,0.2065,0.4466
minus_contact_belief_state,peg_assembly,compliance_ambiguity,combined_stress,2,84,0.4167,0.4707,0.1333,0.1275,0.4566,0.0578,0.1343,0.2065,0.467
minus_contact_belief_state,peg_assembly,compliance_ambiguity,combined_stress,3,84,0.4881,0.4772,0.1248,0.1295,0.469,0.0607,0.1319,0.2065,0.4656
minus_contact_belief_state,peg_assembly,compliance_ambiguity,combined_stress,4,84,0.3929,0.4724,0.1339,0.1326,0.4457,0.0545,0.13,0.2065,0.455
minus_contact_belief_state,peg_assembly,compliance_ambiguity,combined_stress,5,84,0.4881,0.4741,0.1415,0.133,0.4631,0.0591,0.1337,0.2065,0.4446
minus_contact_belief_state,peg_assembly,compliance_ambiguity,combined_stress,6,84,0.4524,0.4654,0.141,0.1349,0.4496,0.0553,0.1256,0.2065,0.4577
minus_contact_belief_state,peg_assembly,jamming_ambiguity,combined_stress,0,84,0.4762,0.4645,0.141,0.1409,0.4584,0.0616,0.1316,0.207,0.4546
minus_contact_belief_state,peg_assembly,jamming_ambiguity,combined_stress,1,84,0.5595,0.4803,0.142,0.1355,0.4304,0.0596,0.1375,0.207,0.4627
minus_contact_belief_state,peg_assembly,jamming_ambiguity,combined_stress,2,84,0.5,0.4695,0.1495,0.1422,0.4458,0.0613,0.1392,0.207,0.4511
minus_contact_belief_state,peg_assembly,jamming_ambiguity,combined_stress,3,84,0.5,0.4619,0.1552,0.1347,0.4454,0.0687,0.1389,0.207,0.4449
minus_contact_belief_state,peg_assembly,jamming_ambiguity,combined_stress,4,84,0.4762,0.4694,0.1436,0.1363,0.4402,0.06,0.1305,0.207,0.4644
minus_contact_belief_state,peg_assembly,jamming_ambiguity,combined_stress,5,84,0.4881,0.4601,0.1575,0.1356,0.4528,0.0681,0.1348,0.207,0.4551
minus_contact_belief_state,peg_assembly,jamming_ambiguity,combined_stress,6,84,0.4167,0.4641,0.156,0.1345,0.4705,0.0547,0.1383,0.207,0.4592
minus_contact_belief_state,peg_assembly,release_uncertainty,combined_stress,0,84,0.5,0.4719,0.1212,0.1295,0.4538,0.0639,0.1336,0.2061,0.4623
minus_contact_belief_state,peg_assembly,release_uncertainty,combined_stress,1,84,0.4167,0.4622,0.1317,0.1348,0.4396,0.0608,0.1372,0.2061,0.4621
minus_contact_belief_state,peg_assembly,release_uncertainty,combined_stress,2,84,0.4167,0.4755,0.1211,0.1302,0.4571,0.0592,0.143,0.2061,0.4546
minus_contact_belief_state,peg_assembly,release_uncertainty,combined_stress,3,84,0.381,0.4712,0.1231,0.1314,0.4679,0.0673,0.1384,0.2061,0.4571
minus_contact_belief_state,peg_assembly,release_uncertainty,combined_stress,4,84,0.4405,0.4686,0.1184,0.1409,0.46,0.0585,0.137,0.2061,0.4613
minus_contact_belief_state,peg_assembly,release_uncertainty,combined_stress,5,84,0.4524,0.4787,0.1296,0.1264,0.462,0.0569,0.1352,0.2061,0.4469
minus_contact_belief_state,peg_assembly,release_uncertainty,combined_stress,6,84,0.5119,0.4701,0.1172,0.1327,0.462,0.0563,0.1305,0.2061,0.4633
minus_contact_belief_state,peg_assembly,combined_contact_uncertainty,combined_stress,0,84,0.3929,0.4406,0.1783,0.1355,0.4765,0.0576,0.1473,0.2098,0.4485
minus_contact_belief_state,peg_assembly,combined_contact_uncertainty,combined_stress,1,84,0.369,0.4257,0.1749,0.1424,0.4445,0.0658,0.1606,0.2098,0.4606
minus_contact_belief_state,peg_assembly,combined_contact_uncertainty,combined_stress,2,84,0.381,0.423,0.1699,0.1473,0.4522,0.0733,0.153,0.2098,0.4496
minus_contact_belief_state,peg_assembly,combined_contact_uncertainty,combined_stress,3,84,0.4405,0.4324,0.1726,0.1486,0.4586,0.0632,0.1601,0.2098,0.4506
minus_contact_belief_state,peg_assembly,combined_contact_uncertainty,combined_stress,4,84,0.4643,0.4364,0.1787,0.14,0.454,0.0656,0.1542,0.2098,0.4658
minus_contact_belief_state,peg_assembly,combined_contact_uncertainty,combined_stress,5,84,0.381,0.4433,0.1709,0.1538,0.4563,0.0718,0.155,0.2098,0.4512
minus_contact_belief_state,peg_assembly,combined_contact_uncertainty,combined_stress,6,84,0.4167,0.4392,0.1806,0.1456,0.4484,0.0621,0.1529,0.2098,0.4719
minus_contact_belief_state,drawer_retrieval,nominal,combined_stress,0,84,0.5238,0.5541,0.0316,0.0708,0.4513,0.0476,0.0573,0.191,0.4583
minus_contact_belief_state,drawer_retrieval,nominal,combined_stress,1,84,0.5357,0.5783,0.0328,0.0622,0.4843,0.0458,0.0515,0.191,0.4563
minus_contact_belief_state,drawer_retrieval,nominal,combined_stress,2,84,0.6667,0.5828,0.0252,0.069,0.4885,0.0368,0.0564,0.191,0.4553
minus_contact_belief_state,drawer_retrieval,nominal,combined_stress,3,84,0.6786,0.5825,0.0334,0.073,0.4906,0.0469,0.054,0.191,0.4551
minus_contact_belief_state,drawer_retrieval,nominal,combined_stress,4,84,0.5833,0.5679,0.0337,0.0647,0.4678,0.0421,0.058,0.191,0.471
minus_contact_belief_state,drawer_retrieval,nominal,combined_stress,5,84,0.6071,0.5803,0.0345,0.071,0.4807,0.0428,0.058,0.191,0.4607
minus_contact_belief_state,drawer_retrieval,nominal,combined_stress,6,84,0.5476,0.5584,0.0387,0.065,0.4603,0.0436,0.0487,0.191,0.4633
minus_contact_belief_state,drawer_retrieval,hidden_friction,combined_stress,0,84,0.6071,0.5015,0.1228,0.1285,0.4699,0.0446,0.1089,0.2047,0.459
minus_contact_belief_state,drawer_retrieval,hidden_friction,combined_stress,1,84,0.5238,0.5186,0.1344,0.1212,0.4581,0.0449,0.1093,0.2047,0.4614
minus_contact_belief_state,drawer_retrieval,hidden_friction,combined_stress,2,84,0.5595,0.4907,0.1266,0.1254,0.4505,0.0458,0.1112,0.2047,0.4558
minus_contact_belief_state,drawer_retrieval,hidden_friction,combined_stress,3,84,0.4405,0.4895,0.129,0.1237,0.4568,0.0529,0.1207,0.2047,0.4588
minus_contact_belief_state,drawer_retrieval,hidden_friction,combined_stress,4,84,0.4881,0.4983,0.1172,0.1345,0.4567,0.0542,0.1094,0.2047,0.4747
minus_contact_belief_state,drawer_retrieval,hidden_friction,combined_stress,5,84,0.619,0.49,0.1165,0.118,0.4577,0.0492,0.0975,0.2047,0.4652
minus_contact_belief_state,drawer_retrieval,hidden_friction,combined_stress,6,84,0.5238,0.497,0.1264,0.1242,0.4447,0.0459,0.1035,0.2047,0.4608
minus_contact_belief_state,drawer_retrieval,pose_ambiguity,combined_stress,0,84,0.5238,0.5102,0.1197,0.1296,0.4533,0.0511,0.1133,0.2056,0.4467
minus_contact_belief_state,drawer_retrieval,pose_ambiguity,combined_stress,1,84,0.6429,0.5165,0.1119,0.1259,0.4769,0.0488,0.117,0.2056,0.4605
minus_contact_belief_state,drawer_retrieval,pose_ambiguity,combined_stress,2,84,0.5357,0.4948,0.1174,0.1317,0.4628,0.0463,0.1185,0.2056,0.4588
minus_contact_belief_state,drawer_retrieval,pose_ambiguity,combined_stress,3,84,0.5595,0.5061,0.1222,0.129,0.4596,0.0429,0.1231,0.2056,0.4533
minus_contact_belief_state,drawer_retrieval,pose_ambiguity,combined_stress,4,84,0.4167,0.4985,0.1234,0.1281,0.4567,0.0528,0.1209,0.2056,0.4485
minus_contact_belief_state,drawer_retrieval,pose_ambiguity,combined_stress,5,84,0.5119,0.527,0.1118,0.1324,0.4535,0.0527,0.1163,0.2056,0.4599
minus_contact_belief_state,drawer_retrieval,pose_ambiguity,combined_stress,6,84,0.4762,0.5002,0.1174,0.1384,0.4524,0.0483,0.1104,0.2056,0.4563
minus_contact_belief_state,drawer_retrieval,compliance_ambiguity,combined_stress,0,84,0.4286,0.4867,0.1316,0.1411,0.4477,0.0551,0.1174,0.2065,0.4552
minus_contact_belief_state,drawer_retrieval,compliance_ambiguity,combined_stress,1,84,0.5714,0.4903,0.1258,0.1262,0.4627,0.0629,0.1312,0.2065,0.4486
minus_contact_belief_state,drawer_retrieval,compliance_ambiguity,combined_stress,2,84,0.5714,0.4972,0.1278,0.1366,0.463,0.0543,0.1234,0.2065,0.4804
minus_contact_belief_state,drawer_retrieval,compliance_ambiguity,combined_stress,3,84,0.5357,0.4982,0.1215,0.1352,0.4582,0.0505,0.1205,0.2065,0.4612
